ARMCacheCoherence-PT-none,CTLCardinality,00,FALSE
ARMCacheCoherence-PT-none,CTLCardinality,01,TRUE
ARMCacheCoherence-PT-none,CTLCardinality,02,TRUE
ARMCacheCoherence-PT-none,CTLCardinality,03,FALSE
ARMCacheCoherence-PT-none,CTLCardinality,04,TRUE
ARMCacheCoherence-PT-none,CTLCardinality,05,TRUE
ARMCacheCoherence-PT-none,CTLCardinality,06,FALSE
ARMCacheCoherence-PT-none,CTLCardinality,07,FALSE
ARMCacheCoherence-PT-none,CTLCardinality,08,TRUE
ARMCacheCoherence-PT-none,CTLCardinality,09,FALSE
ARMCacheCoherence-PT-none,CTLCardinality,10,FALSE
ARMCacheCoherence-PT-none,CTLCardinality,11,TRUE
ARMCacheCoherence-PT-none,CTLCardinality,12,TRUE
ARMCacheCoherence-PT-none,CTLCardinality,13,TRUE
ARMCacheCoherence-PT-none,CTLCardinality,14,TRUE
ARMCacheCoherence-PT-none,CTLCardinality,15,FALSE
ARMCacheCoherence-PT-none,CTLFireability,00,TRUE
ARMCacheCoherence-PT-none,CTLFireability,01,FALSE
ARMCacheCoherence-PT-none,CTLFireability,02,TRUE
ARMCacheCoherence-PT-none,CTLFireability,03,TRUE
ARMCacheCoherence-PT-none,CTLFireability,04,TRUE
ARMCacheCoherence-PT-none,CTLFireability,05,TRUE
ARMCacheCoherence-PT-none,CTLFireability,06,FALSE
ARMCacheCoherence-PT-none,CTLFireability,07,FALSE
ARMCacheCoherence-PT-none,CTLFireability,08,TRUE
ARMCacheCoherence-PT-none,CTLFireability,09,TRUE
ARMCacheCoherence-PT-none,CTLFireability,10,FALSE
ARMCacheCoherence-PT-none,CTLFireability,11,FALSE
ARMCacheCoherence-PT-none,CTLFireability,12,FALSE
ARMCacheCoherence-PT-none,CTLFireability,13,TRUE
ARMCacheCoherence-PT-none,CTLFireability,14,TRUE
ARMCacheCoherence-PT-none,CTLFireability,15,FALSE
ARMCacheCoherence-PT-none,LTLCardinality,00,TRUE
ARMCacheCoherence-PT-none,LTLCardinality,01,FALSE
ARMCacheCoherence-PT-none,LTLCardinality,02,FALSE
ARMCacheCoherence-PT-none,LTLCardinality,03,FALSE
ARMCacheCoherence-PT-none,LTLCardinality,04,TRUE
ARMCacheCoherence-PT-none,LTLCardinality,05,FALSE
ARMCacheCoherence-PT-none,LTLCardinality,06,FALSE
ARMCacheCoherence-PT-none,LTLCardinality,07,FALSE
ARMCacheCoherence-PT-none,LTLCardinality,08,FALSE
ARMCacheCoherence-PT-none,LTLCardinality,09,FALSE
ARMCacheCoherence-PT-none,LTLCardinality,10,FALSE
ARMCacheCoherence-PT-none,LTLCardinality,11,TRUE
ARMCacheCoherence-PT-none,LTLCardinality,12,TRUE
ARMCacheCoherence-PT-none,LTLCardinality,13,FALSE
ARMCacheCoherence-PT-none,LTLCardinality,14,FALSE
ARMCacheCoherence-PT-none,LTLCardinality,15,TRUE
ARMCacheCoherence-PT-none,LTLFireability,00,FALSE
ARMCacheCoherence-PT-none,LTLFireability,01,FALSE
ARMCacheCoherence-PT-none,LTLFireability,02,TRUE
ARMCacheCoherence-PT-none,LTLFireability,03,FALSE
ARMCacheCoherence-PT-none,LTLFireability,04,FALSE
ARMCacheCoherence-PT-none,LTLFireability,05,FALSE
ARMCacheCoherence-PT-none,LTLFireability,06,FALSE
ARMCacheCoherence-PT-none,LTLFireability,07,FALSE
ARMCacheCoherence-PT-none,LTLFireability,08,TRUE
ARMCacheCoherence-PT-none,LTLFireability,09,FALSE
ARMCacheCoherence-PT-none,LTLFireability,10,FALSE
ARMCacheCoherence-PT-none,LTLFireability,11,FALSE
ARMCacheCoherence-PT-none,LTLFireability,12,FALSE
ARMCacheCoherence-PT-none,LTLFireability,13,FALSE
ARMCacheCoherence-PT-none,LTLFireability,14,FALSE
ARMCacheCoherence-PT-none,LTLFireability,15,FALSE
ARMCacheCoherence-PT-none,Liveness,0,FALSE
ARMCacheCoherence-PT-none,OneSafe,0,TRUE
ARMCacheCoherence-PT-none,QuasiLiveness,0,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,00,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,01,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,02,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,03,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,04,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,05,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,06,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,07,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,08,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,09,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,10,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,11,FALSE
ARMCacheCoherence-PT-none,ReachabilityCardinality,12,FALSE
ARMCacheCoherence-PT-none,ReachabilityCardinality,13,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,14,TRUE
ARMCacheCoherence-PT-none,ReachabilityCardinality,15,TRUE
ARMCacheCoherence-PT-none,ReachabilityDeadlock,0,FALSE
ARMCacheCoherence-PT-none,ReachabilityFireability,00,FALSE
ARMCacheCoherence-PT-none,ReachabilityFireability,01,TRUE
ARMCacheCoherence-PT-none,ReachabilityFireability,02,TRUE
ARMCacheCoherence-PT-none,ReachabilityFireability,03,FALSE
ARMCacheCoherence-PT-none,ReachabilityFireability,04,FALSE
ARMCacheCoherence-PT-none,ReachabilityFireability,05,FALSE
ARMCacheCoherence-PT-none,ReachabilityFireability,06,TRUE
ARMCacheCoherence-PT-none,ReachabilityFireability,07,FALSE
